name,city,description,rating,keywords,name_raw,city_raw,description_raw,content,maps_link
ho vi xuyen,nam dinh,ho nam trong thanh pho nam dinh la mot dia diem ly tuong de thu gian di dao thuong thuc khong gian xanh va yen binh,4.5/5,ho tham quan chup anh,Hồ Vị Xuyên,Nam Đinh,"Hồ nằm trong thành phố Nam Định, là một địa điểm lý tưởng để thư giãn, đi dạo, thưởng thức không gian xanh và yên bình.",ho vi xuyen nam dinh ho nam trong thanh pho nam dinh la mot dia diem ly tuong de thu gian di dao thuong thuc khong gian xanh va yen binh ho tham quan chup anh ho tham quan chup anh,https://www.google.com/maps/search/?api=1&query=H%E1%BB%93%20V%E1%BB%8B%20Xuy%C3%AAn%20Nam%20%C4%90inh
lang sen,nghe an,la mot ngoi nha tranh don so gieng coc va nhung ky vat gan lien voi thoi tho au cua bac,4.7/5,lich su tham quan di tich van hoa,Làng Sen,Nghệ An,"Là một ngôi nhà tranh đơn sơ, giếng Cốc, và những kỷ vật gắn liền với thời thơ ấu của Bác.",lang sen nghe an la mot ngoi nha tranh don so gieng coc va nhung ky vat gan lien voi thoi tho au cua bac lich su tham quan di tich van hoa lich su tham quan di tich van hoa,https://www.google.com/maps/search/?api=1&query=L%C3%A0ng%20Sen%20Ngh%E1%BB%87%20An
bai bien cua lo,nghe an,mot trong nhung bai bien dep nhat mien trung cua lo thu hut du khach voi cat trang min nuoc bien trong xanh va hai san tuoi ngon,4.6/5,bien vui choi chup anh nghi duong,Bãi biển Cửa Lò,Nghệ An,"Một trong những bãi biển đẹp nhất miền Trung, Cửa Lò thu hút du khách với cát trắng mịn, nước biển trong xanh và hải sản tươi ngon.",bai bien cua lo nghe an mot trong nhung bai bien dep nhat mien trung cua lo thu hut du khach voi cat trang min nuoc bien trong xanh va hai san tuoi ngon bien vui choi chup anh nghi duong bien vui choi chup anh nghi duong,https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20bi%E1%BB%83n%20C%E1%BB%ADa%20L%C3%B2%20Ngh%E1%BB%87%20An
khu di tich truong bon,nghe an,la mot di tich lich su quan trong noi tuong nho cac anh hung liet si da hy sinh trong cuoc khang chien chong my,4.5/5,lich su tham quan di tich van hoa,Khu di tích Truông Bồn,Nghệ An,"Là một di tích lịch sử quan trọng, nơi tưởng nhớ các anh hùng liệt sĩ đã hy sinh trong cuộc kháng chiến chống Mỹ.",khu di tich truong bon nghe an la mot di tich lich su quan trong noi tuong nho cac anh hung liet si da hy sinh trong cuoc khang chien chong my lich su tham quan di tich van hoa lich su tham quan di tich van hoa,https://www.google.com/maps/search/?api=1&query=Khu%20di%20t%C3%ADch%20Tru%C3%B4ng%20B%E1%BB%93n%20Ngh%E1%BB%87%20An
doi che thanh chuong,nghe an,duoc menh danh la dao che doi che thanh chuong la dia diem ly tuong de chup anh va tan huong khong khi trong lanh,4.5/5,doi tham quan chup anh,Đồi chè Thanh Chương,Nghệ An,"Được mệnh danh là ""đảo chè"", đồi chè Thanh Chương là địa điểm lý tưởng để chụp ảnh và tận hưởng không khí trong lành.",doi che thanh chuong nghe an duoc menh danh la dao che doi che thanh chuong la dia diem ly tuong de chup anh va tan huong khong khi trong lanh doi tham quan chup anh doi tham quan chup anh,https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BB%93i%20ch%C3%A8%20Thanh%20Ch%C6%B0%C6%A1ng%20Ngh%E1%BB%87%20An
hang tham om,nghe an,la mot hang dong lon voi nhieu thach nhu ky ao hinh thu doc dao,4.3/5,hang dong tham hiem chup anh,Hang Thẩm Ồm,Nghệ An,"Là một hang động lớn, với nhiều thạch nhũ kỳ ảo, hình thù độc đáo.",hang tham om nghe an la mot hang dong lon voi nhieu thach nhu ky ao hinh thu doc dao hang dong tham hiem chup anh hang dong tham hiem chup anh,https://www.google.com/maps/search/?api=1&query=Hang%20Th%E1%BA%A9m%20%E1%BB%92m%20Ngh%E1%BB%87%20An
trang an,ninh binh,la di san van hoa va thien nhien the gioi trang an noi bat voi canh nui non hung vi va he thong hang dong doc dao,4.6/5,tham quan chup anh van hoa di tich,Tràng An,Ninh Bình,"Là Di sản Văn hóa và Thiên nhiên thế giới, Tràng An nổi bật với cảnh núi non hùng vĩ và hệ thống hang động độc đáo.",trang an ninh binh la di san van hoa va thien nhien the gioi trang an noi bat voi canh nui non hung vi va he thong hang dong doc dao tham quan chup anh van hoa di tich tham quan chup anh van hoa di tich,https://www.google.com/maps/search/?api=1&query=Tr%C3%A0ng%20An%20Ninh%20B%C3%ACnh
tam coc,ninh binh,duoc menh danh la vinh ha long tren can voi canh sac thien nhien tuyet dep cua nui da voi canh dong lua va dong song ngo dong,4.7/5,tham quan chup anh van hoa di tich,Tam Cốc,Ninh Bình,"Được mệnh danh là ""vịnh Hạ Long trên cạn"", với cảnh sắc thiên nhiên tuyệt đẹp của núi đá vôi, cánh đồng lúa, và dòng sông Ngô Đồng.",tam coc ninh binh duoc menh danh la vinh ha long tren can voi canh sac thien nhien tuyet dep cua nui da voi canh dong lua va dong song ngo dong tham quan chup anh van hoa di tich tham quan chup anh van hoa di tich,https://www.google.com/maps/search/?api=1&query=Tam%20C%E1%BB%91c%20Ninh%20B%C3%ACnh
co do hoa lu,ninh binh,la kinh do cua nuoc dai co viet duoi trieu dinh va tien le hoa lu luu giu nhieu di tich lich su quan trong,4.5/5,lich su tham quan di tich van hoa,Cố đô Hoa Lư,Ninh Bình,"Là kinh đô của nước Đại Cồ Việt dưới triều Đinh và Tiền Lê, Hoa Lư lưu giữ nhiều di tích lịch sử quan trọng",co do hoa lu ninh binh la kinh do cua nuoc dai co viet duoi trieu dinh va tien le hoa lu luu giu nhieu di tich lich su quan trong lich su tham quan di tich van hoa lich su tham quan di tich van hoa,https://www.google.com/maps/search/?api=1&query=C%E1%BB%91%20%C4%91%C3%B4%20Hoa%20L%C6%B0%20Ninh%20B%C3%ACnh
vuon quoc gia cuc phuong,ninh binh,la vuon quoc gia dau tien cua viet nam voi he dong thuc vat phong phu nhung cay co thu nghin nam tuoi va cac hang dong tien su,4.8/5,rung tham quan chup anh,Vườn quốc gia Cúc Phương,Ninh Bình,"Là vườn quốc gia đầu tiên của Việt Nam với hệ động thực vật phong phú, những cây cổ thụ nghìn năm tuổi và các hang động tiền sử.",vuon quoc gia cuc phuong ninh binh la vuon quoc gia dau tien cua viet nam voi he dong thuc vat phong phu nhung cay co thu nghin nam tuoi va cac hang dong tien su rung tham quan chup anh rung tham quan chup anh,https://www.google.com/maps/search/?api=1&query=V%C6%B0%E1%BB%9Dn%20qu%E1%BB%91c%20gia%20C%C3%BAc%20Ph%C6%B0%C6%A1ng%20Ninh%20B%C3%ACnh
ho dong chuong,ninh binh,ho dong chuong la mot ho nuoc tu nhien nam giua rung thong rat yen binh va tho mong,4.3/5,ho chup anh tham quan vui choi,Hồ Đồng Chương,Ninh Bình,"Hồ Đồng Chương là một hồ nước tự nhiên nằm giữa rừng thông, rất yên bình và thơ mộng.",ho dong chuong ninh binh ho dong chuong la mot ho nuoc tu nhien nam giua rung thong rat yen binh va tho mong ho chup anh tham quan vui choi ho chup anh tham quan vui choi,https://www.google.com/maps/search/?api=1&query=H%E1%BB%93%20%C4%90%E1%BB%93ng%20Ch%C6%B0%C6%A1ng%20Ninh%20B%C3%ACnh
vinh vinh hy,ninh thuan,mot trong bon vinh dep nhat viet nam vinh hy gay an tuong boi nuoc bien trong xanh bai cat trang min va cac ran san ho ruc ro,4.6/5,vinh tham quan chup anh nghi duong vui choi,Vịnh Vĩnh Hy,Ninh Thuận,"Một trong bốn vịnh đẹp nhất Việt Nam, Vĩnh Hy gây ấn tượng bởi nước biển trong xanh, bãi cát trắng mịn, và các rạn san hô rực rỡ.",vinh vinh hy ninh thuan mot trong bon vinh dep nhat viet nam vinh hy gay an tuong boi nuoc bien trong xanh bai cat trang min va cac ran san ho ruc ro vinh tham quan chup anh nghi duong vui choi vinh tham quan chup anh nghi duong vui choi,https://www.google.com/maps/search/?api=1&query=V%E1%BB%8Bnh%20V%C4%A9nh%20Hy%20Ninh%20Thu%E1%BA%ADn
vuon quoc gia nui chua,ninh thuan,la khu bao ton thien nhien voi he sinh thai rung kho han doc dao duoc unesco cong nhan la khu du tru sinh quyen the gioi,4.7/5,rung tham quan chup anh,Vườn quốc gia Núi Chúa,Ninh Thuận,"Là khu bảo tồn thiên nhiên với hệ sinh thái rừng khô hạn độc đáo, được UNESCO công nhận là Khu dự trữ sinh quyển thế giới.",vuon quoc gia nui chua ninh thuan la khu bao ton thien nhien voi he sinh thai rung kho han doc dao duoc unesco cong nhan la khu du tru sinh quyen the gioi rung tham quan chup anh rung tham quan chup anh,https://www.google.com/maps/search/?api=1&query=V%C6%B0%E1%BB%9Dn%20qu%E1%BB%91c%20gia%20N%C3%BAi%20Ch%C3%BAa%20Ninh%20Thu%E1%BA%ADn
thap po klong garai,ninh thuan,day la noi tho vua po klong garai the hien kien truc va nghe thuat dieu khac tinh xao cua nguoi cham,4.5/5,thap tham quan chup anh di tich,Tháp Po Klong Garai,Ninh Thuận,"Đây là nơi thờ vua Po Klong Garai, thể hiện kiến trúc và nghệ thuật điêu khắc tinh xảo của người Chăm.",thap po klong garai ninh thuan day la noi tho vua po klong garai the hien kien truc va nghe thuat dieu khac tinh xao cua nguoi cham thap tham quan chup anh di tich thap tham quan chup anh di tich,https://www.google.com/maps/search/?api=1&query=Th%C3%A1p%20Po%20Klong%20Garai%20Ninh%20Thu%E1%BA%ADn
vuon nho ninh thuan,ninh thuan,la cac vuon nho noi tieng voi nhieu san pham nho duoc san xuat tai day,4.2/5,tham quan an uong mua sam chup anh,Vườn nho Ninh Thuận,Ninh Thuận,Là các vườn nho nổi tiếng với nhiều sản phầm nho được sản xuất tại đây,vuon nho ninh thuan ninh thuan la cac vuon nho noi tieng voi nhieu san pham nho duoc san xuat tai day tham quan an uong mua sam chup anh tham quan an uong mua sam chup anh,https://www.google.com/maps/search/?api=1&query=V%C6%B0%E1%BB%9Dn%20nho%20Ninh%20Thu%E1%BA%ADn%20Ninh%20Thu%E1%BA%ADn
ho ba be,ninh thuan,la ho nuoc man lon o ninh thuan noi sinh song cua nhieu loai thuy san quy hiem,4.5/5,ho chup anh tham quan vui choi,Hồ Ba Bể,Ninh Thuận,"Là hồ nước mặn lớn ở Ninh Thuận, nơi sinh sống của nhiều loài thủy sản quý hiếm",ho ba be ninh thuan la ho nuoc man lon o ninh thuan noi sinh song cua nhieu loai thuy san quy hiem ho chup anh tham quan vui choi ho chup anh tham quan vui choi,https://www.google.com/maps/search/?api=1&query=H%E1%BB%93%20Ba%20B%E1%BB%83%20Ninh%20Thu%E1%BA%ADn
den hung,phu tho,la khu di tich lich su quoc gia dac biet noi tho cac vua hung nhung nguoi dung nuoc dau tien cua dan toc viet nam,4.7/5,den tham quan chup anh lich su,Đền Hùng,Phú Thọ,"Là khu di tích lịch sử quốc gia đặc biệt, nơi thờ các vua Hùng – những người dựng nước đầu tiên của dân tộc Việt Nam.",den hung phu tho la khu di tich lich su quoc gia dac biet noi tho cac vua hung nhung nguoi dung nuoc dau tien cua dan toc viet nam den tham quan chup anh lich su den tham quan chup anh lich su,https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BB%81n%20H%C3%B9ng%20Ph%C3%BA%20Th%E1%BB%8D
lang co hung lo,phu tho,noi tieng voi cac ngoi nha co hang tram nam tuoi cung cac nghe truyen thong nhu lam banh chung banh giay,4.5/5,lang co tham quan lich su chup anh,Làng cổ Hùng Lô,Phú Thọ,"Nổi tiếng với các ngôi nhà cổ hàng trăm năm tuổi, cùng các nghề truyền thống như làm bánh chưng, bánh giầy.",lang co hung lo phu tho noi tieng voi cac ngoi nha co hang tram nam tuoi cung cac nghe truyen thong nhu lam banh chung banh giay lang co tham quan lich su chup anh lang co tham quan lich su chup anh,https://www.google.com/maps/search/?api=1&query=L%C3%A0ng%20c%E1%BB%95%20H%C3%B9ng%20L%C3%B4%20Ph%C3%BA%20Th%E1%BB%8D
dao ngoc xanh,phu tho,la khu du lich sinh thai ket hop nghi duong voi canh quan thien nhien trong lanh cong vien nuoc tro choi cam giac manh va khu suoi nuoc nong,4.7/5,tham quan chup anh nghi duong vui choi an uong,Đảo Ngọc Xanh,Phú Thọ,"Là khu du lịch sinh thái kết hợp nghỉ dưỡng, với cảnh quan thiên nhiên trong lành, công viên nước, trò chơi cảm giác mạnh và khu suối nước nóng",dao ngoc xanh phu tho la khu du lich sinh thai ket hop nghi duong voi canh quan thien nhien trong lanh cong vien nuoc tro choi cam giac manh va khu suoi nuoc nong tham quan chup anh nghi duong vui choi an uong tham quan chup anh nghi duong vui choi an uong,https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BA%A3o%20Ng%E1%BB%8Dc%20Xanh%20Ph%C3%BA%20Th%E1%BB%8D
vuon quoc gia xuan son,phu tho,la mot trong nhung khu bao ton thien nhien lon nhat mien bac noi bat voi he sinh thai rung nhiet doi va cac loai dong thuc vat phong phu,4.6/5,rung tham quan chup anh,Vườn quốc gia Xuân Sơn,Phú Thọ,"Là một trong những khu bảo tồn thiên nhiên lớn nhất miền Bắc, nổi bật với hệ sinh thái rừng nhiệt đới và các loài động, thực vật phong phú",vuon quoc gia xuan son phu tho la mot trong nhung khu bao ton thien nhien lon nhat mien bac noi bat voi he sinh thai rung nhiet doi va cac loai dong thuc vat phong phu rung tham quan chup anh rung tham quan chup anh,https://www.google.com/maps/search/?api=1&query=V%C6%B0%E1%BB%9Dn%20qu%E1%BB%91c%20gia%20Xu%C3%A2n%20S%C6%A1n%20Ph%C3%BA%20Th%E1%BB%8D
suoi nuoc nong thanh thuy,phu tho,la khu vuc co cac dich vu nghi duong va tri lieu hien dai,4.5/5,suoi chup anh vui choi nghi duong,Suối nước nóng Thanh Thủy,Phú Thọ,Là khu vực có các dịch vụ nghỉ dưỡng và trị liệu hiện đại.,suoi nuoc nong thanh thuy phu tho la khu vuc co cac dich vu nghi duong va tri lieu hien dai suoi chup anh vui choi nghi duong suoi chup anh vui choi nghi duong,https://www.google.com/maps/search/?api=1&query=Su%E1%BB%91i%20n%C6%B0%E1%BB%9Bc%20n%C3%B3ng%20Thanh%20Th%E1%BB%A7y%20Ph%C3%BA%20Th%E1%BB%8D
ganh da dia,phu yen,mot ky quan thien nhien doc dao ganh da dia noi bat voi nhung cot da bazan xep chong len nhau nhu nhung chiec dia,4.7/5,bien vui choi chup anh tham quan,Gành Đá Đĩa,Phú Yên,"Một kỳ quan thiên nhiên độc đáo, Gành Đá Đĩa nổi bật với những cột đá bazan xếp chồng lên nhau như những chiếc đĩa.",ganh da dia phu yen mot ky quan thien nhien doc dao ganh da dia noi bat voi nhung cot da bazan xep chong len nhau nhu nhung chiec dia bien vui choi chup anh tham quan bien vui choi chup anh tham quan,https://www.google.com/maps/search/?api=1&query=G%C3%A0nh%20%C4%90%C3%A1%20%C4%90%C4%A9a%20Ph%C3%BA%20Y%C3%AAn
hon yen,phu yen,la mot hon dao nho voi canh quan hoang so noi bat voi nhung ran san ho tuyet dep,4.6/5,tham quan chup anh vui choi,Hòn Yến,Phú Yên,"Là một hòn đảo nhỏ với cảnh quan hoang sơ, nổi bật với những rạn san hô tuyệt đẹp.",hon yen phu yen la mot hon dao nho voi canh quan hoang so noi bat voi nhung ran san ho tuyet dep tham quan chup anh vui choi tham quan chup anh vui choi,https://www.google.com/maps/search/?api=1&query=H%C3%B2n%20Y%E1%BA%BFn%20Ph%C3%BA%20Y%C3%AAn
hai dang dai lanh,phu yen,la diem cuc dong cua viet nam noi don anh binh minh dau tien tren dat lien,4.5/5,bien tham quan chup anh,Hải đăng Đại Lãnh,Phú Yên,"Là điểm cực Đông của Việt Nam, nơi đón ánh bình minh đầu tiên trên đất liền",hai dang dai lanh phu yen la diem cuc dong cua viet nam noi don anh binh minh dau tien tren dat lien bien tham quan chup anh bien tham quan chup anh,https://www.google.com/maps/search/?api=1&query=H%E1%BA%A3i%20%C4%91%C4%83ng%20%C4%90%E1%BA%A1i%20L%C3%A3nh%20Ph%C3%BA%20Y%C3%AAn
suoi nuoc nong triem duc,phu yen,la mot diem den thu vi de thu gian va ngam minh trong lan nuoc khoang am ap,4.6/5,suoi tham quan nghi duong chup anh,Suối nước nóng Triêm Đức,Phú Yên,Là một điểm đến thú vị để thư giãn và ngâm mình trong làn nước khoáng ấm áp.,suoi nuoc nong triem duc phu yen la mot diem den thu vi de thu gian va ngam minh trong lan nuoc khoang am ap suoi tham quan nghi duong chup anh suoi tham quan nghi duong chup anh,https://www.google.com/maps/search/?api=1&query=Su%E1%BB%91i%20n%C6%B0%E1%BB%9Bc%20n%C3%B3ng%20Tri%C3%AAm%20%C4%90%E1%BB%A9c%20Ph%C3%BA%20Y%C3%AAn
thap nhan,phu yen,thap nhan nam tren nui nhan o thanh pho tuy hoa la mot cong trinh kien truc cham co kinh va linh thieng,4.4/5,thap tham quan chup anh di tich,Tháp Nhạn,Phú Yên,"Tháp Nhạn nằm trên núi Nhạn ở thành phố Tuy Hòa, là một công trình kiến trúc Chăm cổ kính và linh thiêng.",thap nhan phu yen thap nhan nam tren nui nhan o thanh pho tuy hoa la mot cong trinh kien truc cham co kinh va linh thieng thap tham quan chup anh di tich thap tham quan chup anh di tich,https://www.google.com/maps/search/?api=1&query=Th%C3%A1p%20Nh%E1%BA%A1n%20Ph%C3%BA%20Y%C3%AAn
dong phong nha,quang binh,phong nha ke bang duoc unesco cong nhan la di san thien nhien the gioi,4.8/5,dong tham quan tham hiem chup anh,Động Phong Nha,Quảng Bình,"Phong Nha - Kẻ Bàng, được UNESCO công nhận là Di sản Thiên nhiên Thế giới.",dong phong nha quang binh phong nha ke bang duoc unesco cong nhan la di san thien nhien the gioi dong tham quan tham hiem chup anh dong tham quan tham hiem chup anh,https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BB%99ng%20Phong%20Nha%20Qu%E1%BA%A3ng%20B%C3%ACnh
bai da nhay,quang binh,la noi noi bat voi nhung khoi da co hinh thu doc dao ben bo bien,4.4/5,bien tham quan chup anh,Bãi Đá Nhảy,Quảng Bình,Là nơi nổi bật với những khối đá có hình thù độc đáo bên bờ biển.,bai da nhay quang binh la noi noi bat voi nhung khoi da co hinh thu doc dao ben bo bien bien tham quan chup anh bien tham quan chup anh,https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20%C4%90%C3%A1%20Nh%E1%BA%A3y%20Qu%E1%BA%A3ng%20B%C3%ACnh
den thanh mau lieu hanh,quang binh,la noi linh thieng tho vi thanh trong tin nguong dan gian viet nam,4.3/5,den tham quan chup anh lich su,Đền Thánh Mẫu Liễu Hạnh,Quảng Bình,Là nơi linh thiêng thờ vị thánh trong tín ngưỡng dân gian Việt Nam.,den thanh mau lieu hanh quang binh la noi linh thieng tho vi thanh trong tin nguong dan gian viet nam den tham quan chup anh lich su den tham quan chup anh lich su,https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BB%81n%20Th%C3%A1nh%20M%E1%BA%ABu%20Li%E1%BB%85u%20H%E1%BA%A1nh%20Qu%E1%BA%A3ng%20B%C3%ACnh
nha luu niem dai tuong vo nguyen giap,quang binh,la noi luu giu nhung ky vat gan bo voi tuoi tho cua dai tuong vo nguyen giap,4.5/5,lich su tham quan di tich van hoa,Nhà lưu niệm Đại tướng Võ Nguyên Giáp,Quảng Bình,Là nơi lưu giữ những kỷ vật gắn bó với tuổi thơ của Đại tướng Võ Nguyên Giáp.,nha luu niem dai tuong vo nguyen giap quang binh la noi luu giu nhung ky vat gan bo voi tuoi tho cua dai tuong vo nguyen giap lich su tham quan di tich van hoa lich su tham quan di tich van hoa,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20l%C6%B0u%20ni%E1%BB%87m%20%C4%90%E1%BA%A1i%20t%C6%B0%E1%BB%9Bng%20V%C3%B5%20Nguy%C3%AAn%20Gi%C3%A1p%20Qu%E1%BA%A3ng%20B%C3%ACnh
